Problem,Error Type,Correct Answer,Incorrect Answer
"There are 25 apples. If you add 36 more apples, how many apples do you have?",Addition Error,61,65
"There are 7 apples. If you add 124 more apples, how many apples do you have?",Addition Error,131,164
"There are 7 apples. If you add 126 more apples, how many apples do you have?",Addition Error,133,223
"There are 70 cookies, and they need to be divided equally among 61 friends. How many cookies does each friend get?",Division Error,1.14754098360656,2.01545524543945
"John has 121 boxes, and each box contains 72 chocolates. How many chocolates does he have in total?",Multiplication Error,8712,8717
"There are 100 apples. If you add 181 more apples, how many apples do you have?",Addition Error,281,300
"There are 146 balloons. If 144 balloons pop, how many balloons are left?",Subtraction Error,2,78
"There are 101 apples. If you add 101 more apples, how many apples do you have?",Addition Error,202,259
"There are 198 balloons. If 68 balloons pop, how many balloons are left?",Subtraction Error,130,166
"John has 63 boxes, and each box contains 57 chocolates. How many chocolates does he have in total?",Multiplication Error,3591,3594
"There are 142 apples. If you add 92 more apples, how many apples do you have?",Addition Error,234,243
"John has 57 boxes, and each box contains 199 chocolates. How many chocolates does he have in total?",Multiplication Error,11343,11350
"There are 179 apples. If you add 115 more apples, how many apples do you have?",Addition Error,294,330
"There are 61 cookies, and they need to be divided equally among 179 friends. How many cookies does each friend get?",Division Error,0.340782122905028,0.774001369901196
"There are 185 cookies, and they need to be divided equally among 94 friends. How many cookies does each friend get?",Division Error,1.96808510638298,2.37657588153111
"John has 5 boxes, and each box contains 23 chocolates. How many chocolates does he have in total?",Multiplication Error,115,118
"John has 58 boxes, and each box contains 109 chocolates. How many chocolates does he have in total?",Multiplication Error,6322,6332
"There are 6 cookies, and they need to be divided equally among 60 friends. How many cookies does each friend get?",Division Error,0.1,0.203060454525148
"There are 32 cookies, and they need to be divided equally among 3 friends. How many cookies does each friend get?",Division Error,10.6666666666667,10.9957137422748
"There are 34 balloons. If 117 balloons pop, how many balloons are left?",Subtraction Error,-83,-74
"There are 110 apples. If you add 68 more apples, how many apples do you have?",Addition Error,178,248
"There are 53 cookies, and they need to be divided equally among 98 friends. How many cookies does each friend get?",Division Error,0.540816326530612,1.29600935390048
"There are 127 balloons. If 25 balloons pop, how many balloons are left?",Subtraction Error,102,157
"There are 198 apples. If you add 52 more apples, how many apples do you have?",Addition Error,250,290
"There are 61 cookies, and they need to be divided equally among 138 friends. How many cookies does each friend get?",Division Error,0.442028985507246,0.812139425143826
"There are 56 balloons. If 93 balloons pop, how many balloons are left?",Subtraction Error,-37,26
"John has 193 boxes, and each box contains 196 chocolates. How many chocolates does he have in total?",Multiplication Error,37828,37837
"There are 1 balloons. If 38 balloons pop, how many balloons are left?",Subtraction Error,-37,19
"There are 192 cookies, and they need to be divided equally among 149 friends. How many cookies does each friend get?",Division Error,1.28859060402685,1.47656167358102
"There are 6 balloons. If 11 balloons pop, how many balloons are left?",Subtraction Error,-5,28
"There are 75 cookies, and they need to be divided equally among 192 friends. How many cookies does each friend get?",Division Error,0.390625,1.23797189070789
"There are 58 cookies, and they need to be divided equally among 180 friends. How many cookies does each friend get?",Division Error,0.322222222222222,0.654440494083544
"There are 72 cookies, and they need to be divided equally among 90 friends. How many cookies does each friend get?",Division Error,0.8,1.46994496685597
"John has 13 boxes, and each box contains 43 chocolates. How many chocolates does he have in total?",Multiplication Error,559,569
"John has 2 boxes, and each box contains 56 chocolates. How many chocolates does he have in total?",Multiplication Error,112,118
"There are 102 balloons. If 120 balloons pop, how many balloons are left?",Subtraction Error,-18,-3
"John has 153 boxes, and each box contains 161 chocolates. How many chocolates does he have in total?",Multiplication Error,24633,24640
"There are 174 apples. If you add 11 more apples, how many apples do you have?",Addition Error,185,222
"There are 61 apples. If you add 182 more apples, how many apples do you have?",Addition Error,243,257
"John has 134 boxes, and each box contains 46 chocolates. How many chocolates does he have in total?",Multiplication Error,6164,6166
"There are 12 balloons. If 29 balloons pop, how many balloons are left?",Subtraction Error,-17,-3
"There are 70 apples. If you add 37 more apples, how many apples do you have?",Addition Error,107,152
"There are 43 balloons. If 145 balloons pop, how many balloons are left?",Subtraction Error,-102,-92
"There are 74 apples. If you add 75 more apples, how many apples do you have?",Addition Error,149,219
"There are 39 apples. If you add 186 more apples, how many apples do you have?",Addition Error,225,257
"There are 2 apples. If you add 120 more apples, how many apples do you have?",Addition Error,122,147
"There are 117 balloons. If 188 balloons pop, how many balloons are left?",Subtraction Error,-71,-57
"There are 163 apples. If you add 58 more apples, how many apples do you have?",Addition Error,221,264
"There are 127 apples. If you add 63 more apples, how many apples do you have?",Addition Error,190,201
"There are 127 apples. If you add 143 more apples, how many apples do you have?",Addition Error,270,330
"There are 121 balloons. If 29 balloons pop, how many balloons are left?",Subtraction Error,92,192
"There are 113 apples. If you add 84 more apples, how many apples do you have?",Addition Error,197,210
"John has 119 boxes, and each box contains 144 chocolates. How many chocolates does he have in total?",Multiplication Error,17136,17146
"John has 53 boxes, and each box contains 28 chocolates. How many chocolates does he have in total?",Multiplication Error,1484,1491
"There are 39 balloons. If 44 balloons pop, how many balloons are left?",Subtraction Error,-5,80
"There are 75 apples. If you add 176 more apples, how many apples do you have?",Addition Error,251,344
"There are 145 balloons. If 66 balloons pop, how many balloons are left?",Subtraction Error,79,138
"There are 9 cookies, and they need to be divided equally among 65 friends. How many cookies does each friend get?",Division Error,0.138461538461539,0.884885101239963
"John has 114 boxes, and each box contains 25 chocolates. How many chocolates does he have in total?",Multiplication Error,2850,2859
"There are 87 apples. If you add 154 more apples, how many apples do you have?",Addition Error,241,333
"There are 122 balloons. If 171 balloons pop, how many balloons are left?",Subtraction Error,-49,7
"John has 138 boxes, and each box contains 111 chocolates. How many chocolates does he have in total?",Multiplication Error,15318,15328
"There are 110 balloons. If 129 balloons pop, how many balloons are left?",Subtraction Error,-19,32
"There are 124 balloons. If 88 balloons pop, how many balloons are left?",Subtraction Error,36,66
"There are 16 balloons. If 189 balloons pop, how many balloons are left?",Subtraction Error,-173,-149
"There are 38 apples. If you add 85 more apples, how many apples do you have?",Addition Error,123,136
